epoch,loss,accuracy
1,2.8043005158824306,0.12090846300951295
2,2.590140458076231,0.18469849493518972
3,2.508866863866006,0.21471836105469735
4,2.484556536520681,0.21122474343545974
5,2.408619949894567,0.22572998990935664
6,2.3235616530141523,0.28402943140076053
7,2.3104061388200328,0.2676017817951018
8,2.2903810393425728,0.2796201864557882
9,2.2022073999527962,0.33972406771875197
10,2.1897308826446533,0.3308281196701911
11,2.140538734774436,0.36145384994245344
12,2.1073997943632063,0.3780209287520378
13,2.0851559446704004,0.41103978310861894
14,2.0600520756936844,0.4026989076406725
15,2.0407573215423094,0.42439733685985687
16,2.045708679383801,0.4069856866713493
17,1.9125560637443297,0.4536262058442639
18,2.070591353601025,0.4231738342392829
19,1.9399515005850023,0.4890181681802196
20,1.8704801567139164,0.4825721224469523
21,1.8914138309417232,0.4625726870952114
22,1.8358437553528817,0.49752242622836945
23,1.8039941941538165,0.5256465860912877
24,1.8839547441851707,0.48668225542191534
25,1.864667611737405,0.49704519154564025
26,1.8043208122253418,0.5323093869993764
27,1.756345014418325,0.5270533076217098
28,1.6640347319264566,0.593348628090274
29,1.6931865023028465,0.559890995102544
30,1.7231692729457733,0.5834864839430778
31,1.6856874996615994,0.5876190561440683
32,1.5784148939194218,0.6309487954262765
33,1.5550754800919564,0.6385097484434804
34,1.582628196285617,0.6266561025573362
35,1.5876832777454006,0.6302751071991459
36,1.5367734624493508,0.6618856047430346
37,1.5511094831651258,0.6489382540026019
38,1.5390131050540554,0.6530069410800934
39,1.550984924839389,0.6525238800433374
40,1.4866238563291487,0.6723543232487094
41,1.356286302689583,0.7336965924309146
42,1.4676437454838906,0.6944827230707291
43,1.3703756832307386,0.7333183269346913
44,1.3568149535886702,0.7303095469551701
45,1.3459540297908168,0.745517078907259
46,1.2843578246331984,0.7642478923643788
47,1.553950959636319,0.6706139051145122
48,1.4494440209481023,0.7129018210595653
49,1.5440050555813698,0.677609932999457
50,1.302520175133982,0.7510902641281005
51,1.28512296945818,0.7821405241566319
52,1.2813123599175484,0.7761708969070066
53,1.2056587646084447,0.80734609980737
54,1.1727920578372093,0.8186843606733507
55,1.3993775037027174,0.7268308112698216
56,1.1984596906169769,0.8108297153826682
57,1.3532370444267028,0.7569103942763421
58,1.1141195278013907,0.8501759709850434
59,1.292045820143915,0.7897096680056664
60,1.2149586216095956,0.8091631022191816
61,1.1736747276398443,0.829303277115668
62,1.4037549995606946,0.7406413901236749
63,1.2763771126347203,0.7865930324600588
64,1.1695144195710458,0.8224958296745054
65,1.2096111678308057,0.817010990073604
66,1.221251541568387,0.8242388281130022
67,1.1855664003279902,0.8128433785130901
68,1.1775362241652705,0.8298191005183805
69,1.2493446277033897,0.8010328277464835
70,1.2264327272292106,0.8108903400359615
71,1.1146923611241002,0.846379526199833
72,1.0929970106770914,0.8578923556112474
73,1.1044057165422747,0.8667500057528096
74,1.2213547518176417,0.8092167704336105
75,1.1562850244583622,0.8408013264979085
76,1.107291510028224,0.8635589855332528
77,1.1327685136948862,0.8446647149901236
78,1.0727062186887186,0.8725359420622548
79,1.146300902289729,0.8412097327170833
80,1.1974768465565098,0.8223891008284784
81,1.3000134421933083,0.7787330314036338
82,1.1995523725786517,0.8179091311270191
83,1.1084756235922537,0.852810904864342
84,1.08836627967896,0.8486741512052475
85,1.025679753672692,0.880643101469163
86,1.0662096085086945,0.8696471173917094
87,1.154013822155614,0.8335686277958655
88,1.1353141050184927,0.8467011047947791
89,1.1618499871223205,0.829703934731022
90,1.0231925499054693,0.8888906711532224
91,1.040062504429971,0.8729351162910461
92,1.2016581104647728,0.8132764850893328
93,1.0528643054346885,0.8744185739947904
94,0.9710311101328942,0.9175533671532908
95,1.155776479551869,0.852651676824016
96,1.0894182901228628,0.8660590408309814
97,1.0409443359221182,0.883127054860515
98,1.2036011795843802,0.8161277098040427
99,1.0828355992994,0.8666608362428604
100,1.1701868157232962,0.8276694541977297
